dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,casual,registered,cnt,season_desc,weather_desc,weekday_desc,month_desc,holiday_desc,workingday_desc,hr
2012-02-09,1,1,2,0,4,1,2,0.3,0.52,9,75,84,,Mist/Cloudy,Thursday,Feb,Not Holiday,Working Day,23.0
2012-02-10,1,1,2,0,5,1,2,0.28,0.65,4,39,43,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,0.0
2012-02-10,1,1,2,0,5,1,2,0.28,0.61,2,11,13,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,1.0
2012-02-10,1,1,2,0,5,1,1,0.26,0.52,7,9,16,,Clear/Partly Cloudy,Friday,Feb,Not Holiday,Working Day,2.0
2012-02-10,1,1,2,0,5,1,1,0.26,0.56,0,5,5,,Clear/Partly Cloudy,Friday,Feb,Not Holiday,Working Day,3.0
2012-02-10,1,1,2,0,5,1,1,0.26,0.56,0,2,2,,Clear/Partly Cloudy,Friday,Feb,Not Holiday,Working Day,4.0
2012-02-10,1,1,2,0,5,1,1,0.24,0.52,0,17,17,,Clear/Partly Cloudy,Friday,Feb,Not Holiday,Working Day,5.0
2012-02-10,1,1,2,0,5,1,1,0.2,0.59,3,61,64,,Clear/Partly Cloudy,Friday,Feb,Not Holiday,Working Day,6.0
2012-02-10,1,1,2,0,5,1,1,0.2,0.59,5,225,230,,Clear/Partly Cloudy,Friday,Feb,Not Holiday,Working Day,7.0
2012-02-10,1,1,2,0,5,1,1,0.2,0.59,1,447,448,,Clear/Partly Cloudy,Friday,Feb,Not Holiday,Working Day,8.0
2012-02-10,1,1,2,0,5,1,1,0.22,0.55,10,265,275,,Clear/Partly Cloudy,Friday,Feb,Not Holiday,Working Day,9.0
2012-02-10,1,1,2,0,5,1,2,0.26,0.48,5,119,124,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,10.0
2012-02-10,1,1,2,0,5,1,2,0.28,0.45,19,134,153,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,11.0
2012-02-10,1,1,2,0,5,1,2,0.3,0.42,8,168,176,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,12.0
2012-02-10,1,1,2,0,5,1,2,0.3,0.42,22,170,192,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,13.0
2012-02-10,1,1,2,0,5,1,2,0.32,0.39,8,138,146,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,14.0
2012-02-10,1,1,2,0,5,1,2,0.32,0.45,27,164,191,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,15.0
2012-02-10,1,1,2,0,5,1,2,0.34,0.42,28,240,268,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,16.0
2012-02-10,1,1,2,0,5,1,2,0.34,0.42,15,381,396,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,17.0
2012-02-10,1,1,2,0,5,1,3,0.3,0.61,14,345,359,,Light Snow/Rain,Friday,Feb,Not Holiday,Working Day,18.0
2012-02-10,1,1,2,0,5,1,2,0.32,0.57,16,246,262,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,19.0
2012-02-10,1,1,2,0,5,1,2,0.32,0.57,7,144,151,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,20.0
2012-02-10,1,1,2,0,5,1,2,0.32,0.66,14,108,122,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,21.0
2012-02-10,1,1,2,0,5,1,2,0.32,0.66,11,102,113,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,22.0
2012-02-10,1,1,2,0,5,1,2,0.3,0.7,1,64,65,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,23.0
2012-02-11,1,1,2,0,6,0,2,0.3,0.7,3,50,53,,Mist/Cloudy,Saturday,Feb,Not Holiday,Weekend/Holiday,0.0
2012-02-11,1,1,2,0,6,0,3,0.28,0.81,2,43,45,,Light Snow/Rain,Saturday,Feb,Not Holiday,Weekend/Holiday,1.0
2012-02-11,1,1,2,0,6,0,3,0.26,0.81,2,24,26,,Light Snow/Rain,Saturday,Feb,Not Holiday,Weekend/Holiday,2.0
2012-02-11,1,1,2,0,6,0,3,0.24,0.87,0,9,9,,Light Snow/Rain,Saturday,Feb,Not Holiday,Weekend/Holiday,3.0
2012-02-11,1,1,2,0,6,0,3,0.24,0.87,0,4,4,,Light Snow/Rain,Saturday,Feb,Not Holiday,Weekend/Holiday,4.0
2012-02-11,1,1,2,0,6,0,3,0.22,0.93,0,2,2,,Light Snow/Rain,Saturday,Feb,Not Holiday,Weekend/Holiday,5.0
2012-02-11,1,1,2,0,6,0,3,0.22,0.93,1,8,9,,Light Snow/Rain,Saturday,Feb,Not Holiday,Weekend/Holiday,6.0
2012-02-11,1,1,2,0,6,0,3,0.22,0.93,0,19,19,,Light Snow/Rain,Saturday,Feb,Not Holiday,Weekend/Holiday,7.0
2012-02-11,1,1,2,0,6,0,3,0.22,0.93,1,77,78,,Light Snow/Rain,Saturday,Feb,Not Holiday,Weekend/Holiday,8.0
2012-02-11,1,1,2,0,6,0,3,0.22,0.93,5,85,90,,Light Snow/Rain,Saturday,Feb,Not Holiday,Weekend/Holiday,9.0
2012-02-11,1,1,2,0,6,0,3,0.22,0.93,23,143,166,,Light Snow/Rain,Saturday,Feb,Not Holiday,Weekend/Holiday,10.0
2012-02-11,1,1,2,0,6,0,2,0.24,0.81,26,157,183,,Mist/Cloudy,Saturday,Feb,Not Holiday,Weekend/Holiday,11.0
2012-02-11,1,1,2,0,6,0,2,0.26,0.81,25,196,221,,Mist/Cloudy,Saturday,Feb,Not Holiday,Weekend/Holiday,12.0
2012-02-11,1,1,2,0,6,0,2,0.26,0.81,18,217,235,,Mist/Cloudy,Saturday,Feb,Not Holiday,Weekend/Holiday,13.0
2012-02-11,1,1,2,0,6,0,2,0.26,0.81,38,205,243,,Mist/Cloudy,Saturday,Feb,Not Holiday,Weekend/Holiday,14.0
2012-02-11,1,1,2,0,6,0,2,0.3,0.61,12,112,124,,Mist/Cloudy,Saturday,Feb,Not Holiday,Weekend/Holiday,15.0
2012-02-11,1,1,2,0,6,0,3,0.22,0.75,12,134,146,,Light Snow/Rain,Saturday,Feb,Not Holiday,Weekend/Holiday,16.0
2012-02-11,1,1,2,0,6,0,3,0.22,0.69,13,131,144,,Light Snow/Rain,Saturday,Feb,Not Holiday,Weekend/Holiday,17.0
2012-02-11,1,1,2,0,6,0,2,0.22,0.47,3,105,108,,Mist/Cloudy,Saturday,Feb,Not Holiday,Weekend/Holiday,18.0
2012-02-11,1,1,2,0,6,0,2,0.2,0.4,2,85,87,,Mist/Cloudy,Saturday,Feb,Not Holiday,Weekend/Holiday,19.0
2012-02-11,1,1,2,0,6,0,2,0.16,0.43,1,62,63,,Mist/Cloudy,Saturday,Feb,Not Holiday,Weekend/Holiday,20.0
2012-02-11,1,1,2,0,6,0,1,0.14,0.43,5,43,48,,Clear/Partly Cloudy,Saturday,Feb,Not Holiday,Weekend/Holiday,21.0
2012-02-11,1,1,2,0,6,0,2,0.14,0.39,0,46,46,,Mist/Cloudy,Saturday,Feb,Not Holiday,Weekend/Holiday,22.0
2012-02-11,1,1,2,0,6,0,3,0.12,0.5,0,20,20,,Light Snow/Rain,Saturday,Feb,Not Holiday,Weekend/Holiday,23.0
2012-02-12,1,1,2,0,0,0,3,0.1,0.68,0,21,21,,Light Snow/Rain,Sunday,Feb,Not Holiday,Weekend/Holiday,0.0
2012-02-12,1,1,2,0,0,0,3,0.08,0.79,0,24,24,,Light Snow/Rain,Sunday,Feb,Not Holiday,Weekend/Holiday,1.0
2012-02-12,1,1,2,0,0,0,2,0.1,0.58,1,26,27,,Mist/Cloudy,Sunday,Feb,Not Holiday,Weekend/Holiday,2.0
2012-02-12,1,1,2,0,0,0,2,0.1,0.46,0,14,14,,Mist/Cloudy,Sunday,Feb,Not Holiday,Weekend/Holiday,3.0
2012-02-12,1,1,2,0,0,0,2,0.1,0.46,0,1,1,,Mist/Cloudy,Sunday,Feb,Not Holiday,Weekend/Holiday,4.0
2012-02-12,1,1,2,0,0,0,1,0.1,0.49,0,3,3,,Clear/Partly Cloudy,Sunday,Feb,Not Holiday,Weekend/Holiday,5.0
2012-02-12,1,1,2,0,0,0,1,0.1,0.49,0,2,2,,Clear/Partly Cloudy,Sunday,Feb,Not Holiday,Weekend/Holiday,6.0
2012-02-12,1,1,2,0,0,0,1,0.08,0.53,0,18,18,,Clear/Partly Cloudy,Sunday,Feb,Not Holiday,Weekend/Holiday,7.0
2012-02-12,1,1,2,0,0,0,1,0.08,0.53,0,26,26,,Clear/Partly Cloudy,Sunday,Feb,Not Holiday,Weekend/Holiday,8.0
2012-02-12,1,1,2,0,0,0,1,0.1,0.49,3,60,63,,Clear/Partly Cloudy,Sunday,Feb,Not Holiday,Weekend/Holiday,9.0
2012-02-12,1,1,2,0,0,0,1,0.12,0.42,8,83,91,,Clear/Partly Cloudy,Sunday,Feb,Not Holiday,Weekend/Holiday,10.0
2012-02-12,1,1,2,0,0,0,1,0.12,0.42,3,121,124,,Clear/Partly Cloudy,Sunday,Feb,Not Holiday,Weekend/Holiday,11.0
2012-02-12,1,1,2,0,0,0,1,0.14,0.39,7,133,140,,Clear/Partly Cloudy,Sunday,Feb,Not Holiday,Weekend/Holiday,12.0
2012-02-12,1,1,2,0,0,0,1,0.16,0.4,10,128,138,,Clear/Partly Cloudy,Sunday,Feb,Not Holiday,Weekend/Holiday,13.0
2012-02-12,1,1,2,0,0,0,1,0.16,0.4,9,102,111,,Clear/Partly Cloudy,Sunday,Feb,Not Holiday,Weekend/Holiday,14.0
2012-02-12,1,1,2,0,0,0,1,0.16,0.4,5,150,155,,Clear/Partly Cloudy,Sunday,Feb,Not Holiday,Weekend/Holiday,15.0
2012-02-12,1,1,2,0,0,0,1,0.2,0.34,16,148,164,,Clear/Partly Cloudy,Sunday,Feb,Not Holiday,Weekend/Holiday,16.0
2012-02-12,1,1,2,0,0,0,1,0.18,0.37,4,83,87,,Clear/Partly Cloudy,Sunday,Feb,Not Holiday,Weekend/Holiday,17.0
2012-02-12,1,1,2,0,0,0,1,0.16,0.4,4,92,96,,Clear/Partly Cloudy,Sunday,Feb,Not Holiday,Weekend/Holiday,18.0
2012-02-12,1,1,2,0,0,0,1,0.16,0.4,2,78,80,,Clear/Partly Cloudy,Sunday,Feb,Not Holiday,Weekend/Holiday,19.0
2012-02-12,1,1,2,0,0,0,1,0.14,0.42,1,56,57,,Clear/Partly Cloudy,Sunday,Feb,Not Holiday,Weekend/Holiday,20.0
2012-02-12,1,1,2,0,0,0,1,0.14,0.43,0,36,36,,Clear/Partly Cloudy,Sunday,Feb,Not Holiday,Weekend/Holiday,21.0
2012-02-12,1,1,2,0,0,0,1,0.14,0.43,0,28,28,,Clear/Partly Cloudy,Sunday,Feb,Not Holiday,Weekend/Holiday,22.0
2012-02-12,1,1,2,0,0,0,1,0.14,0.43,0,23,23,,Clear/Partly Cloudy,Sunday,Feb,Not Holiday,Weekend/Holiday,23.0
2012-02-13,1,1,2,0,1,1,1,0.14,0.46,0,9,9,,Clear/Partly Cloudy,Monday,Feb,Not Holiday,Working Day,0.0
2012-02-13,1,1,2,0,1,1,1,0.12,0.5,0,6,6,,Clear/Partly Cloudy,Monday,Feb,Not Holiday,Working Day,1.0
2012-02-13,1,1,2,0,1,1,1,0.14,0.46,0,4,4,,Clear/Partly Cloudy,Monday,Feb,Not Holiday,Working Day,2.0
2012-02-13,1,1,2,0,1,1,1,0.12,0.54,0,1,1,,Clear/Partly Cloudy,Monday,Feb,Not Holiday,Working Day,3.0
2012-02-13,1,1,2,0,1,1,1,0.12,0.54,0,2,2,,Clear/Partly Cloudy,Monday,Feb,Not Holiday,Working Day,4.0
2012-02-13,1,1,2,0,1,1,1,0.1,0.58,0,17,17,,Clear/Partly Cloudy,Monday,Feb,Not Holiday,Working Day,5.0
2012-02-13,1,1,2,0,1,1,1,0.1,0.54,1,71,72,,Clear/Partly Cloudy,Monday,Feb,Not Holiday,Working Day,6.0
2012-02-13,1,1,2,0,1,1,1,0.1,0.54,1,194,195,,Clear/Partly Cloudy,Monday,Feb,Not Holiday,Working Day,7.0
2012-02-13,1,1,2,0,1,1,1,0.1,0.54,4,413,417,,Clear/Partly Cloudy,Monday,Feb,Not Holiday,Working Day,8.0
2012-02-13,1,1,2,0,1,1,1,0.12,0.5,7,198,205,,Clear/Partly Cloudy,Monday,Feb,Not Holiday,Working Day,9.0
2012-02-13,1,1,2,0,1,1,1,0.14,0.5,1,70,71,,Clear/Partly Cloudy,Monday,Feb,Not Holiday,Working Day,10.0
2012-02-13,1,1,2,0,1,1,1,0.22,0.37,5,85,90,,Clear/Partly Cloudy,Monday,Feb,Not Holiday,Working Day,11.0
2012-02-13,1,1,2,0,1,1,1,0.28,0.28,7,111,118,,Clear/Partly Cloudy,Monday,Feb,Not Holiday,Working Day,12.0
2012-02-13,1,1,2,0,1,1,1,0.32,0.22,11,129,140,,Clear/Partly Cloudy,Monday,Feb,Not Holiday,Working Day,13.0
2012-02-13,1,1,2,0,1,1,1,0.34,0.23,10,125,135,,Clear/Partly Cloudy,Monday,Feb,Not Holiday,Working Day,14.0
2012-02-13,1,1,2,0,1,1,1,0.36,0.27,10,145,155,,Clear/Partly Cloudy,Monday,Feb,Not Holiday,Working Day,15.0
2012-02-13,1,1,2,0,1,1,1,0.36,0.23,5,206,211,,Clear/Partly Cloudy,Monday,Feb,Not Holiday,Working Day,16.0
2012-02-13,1,1,2,0,1,1,1,0.36,0.23,8,399,407,,Clear/Partly Cloudy,Monday,Feb,Not Holiday,Working Day,17.0
2012-02-13,1,1,2,0,1,1,1,0.34,0.25,6,399,405,,Clear/Partly Cloudy,Monday,Feb,Not Holiday,Working Day,18.0
2012-02-13,1,1,2,0,1,1,1,0.34,0.25,7,256,263,,Clear/Partly Cloudy,Monday,Feb,Not Holiday,Working Day,19.0
2012-02-13,1,1,2,0,1,1,1,0.3,0.42,4,210,214,,Clear/Partly Cloudy,Monday,Feb,Not Holiday,Working Day,20.0
2012-02-13,1,1,2,0,1,1,1,0.28,0.45,2,145,147,,Clear/Partly Cloudy,Monday,Feb,Not Holiday,Working Day,21.0
2012-02-13,1,1,2,0,1,1,1,0.26,0.56,3,99,102,,Clear/Partly Cloudy,Monday,Feb,Not Holiday,Working Day,22.0
2012-02-13,1,1,2,0,1,1,1,0.28,0.41,2,34,36,,Clear/Partly Cloudy,Monday,Feb,Not Holiday,Working Day,23.0
2012-02-14,1,1,2,0,2,1,2,0.26,0.6,0,14,14,,Mist/Cloudy,Tuesday,Feb,Not Holiday,Working Day,0.0
2012-02-14,1,1,2,0,2,1,2,0.26,0.56,0,6,6,,Mist/Cloudy,Tuesday,Feb,Not Holiday,Working Day,1.0
2012-02-14,1,1,2,0,2,1,2,0.28,0.41,0,3,3,,Mist/Cloudy,Tuesday,Feb,Not Holiday,Working Day,2.0
2012-02-14,1,1,2,0,2,1,2,0.26,0.52,0,3,3,,Mist/Cloudy,Tuesday,Feb,Not Holiday,Working Day,3.0
2012-02-14,1,1,2,0,2,1,2,0.26,0.65,0,2,2,,Mist/Cloudy,Tuesday,Feb,Not Holiday,Working Day,4.0
2012-02-14,1,1,2,0,2,1,2,0.26,0.65,2,20,22,,Mist/Cloudy,Tuesday,Feb,Not Holiday,Working Day,5.0
2012-02-14,1,1,2,0,2,1,2,0.26,0.56,1,89,90,,Mist/Cloudy,Tuesday,Feb,Not Holiday,Working Day,6.0
2012-02-14,1,1,2,0,2,1,2,0.24,0.6,4,276,280,,Mist/Cloudy,Tuesday,Feb,Not Holiday,Working Day,7.0
2012-02-14,1,1,2,0,2,1,2,0.24,0.7,3,510,513,,Mist/Cloudy,Tuesday,Feb,Not Holiday,Working Day,8.0
2012-02-14,1,1,2,0,2,1,2,0.26,0.56,6,256,262,,Mist/Cloudy,Tuesday,Feb,Not Holiday,Working Day,9.0
2012-02-14,1,1,2,0,2,1,2,0.26,0.6,8,90,98,,Mist/Cloudy,Tuesday,Feb,Not Holiday,Working Day,10.0
2012-02-14,1,1,2,0,2,1,2,0.3,0.45,5,107,112,,Mist/Cloudy,Tuesday,Feb,Not Holiday,Working Day,11.0
2012-02-14,1,1,2,0,2,1,2,0.3,0.52,10,162,172,,Mist/Cloudy,Tuesday,Feb,Not Holiday,Working Day,12.0
2012-02-14,1,1,2,0,2,1,2,0.36,0.4,6,167,173,,Mist/Cloudy,Tuesday,Feb,Not Holiday,Working Day,13.0
2012-02-14,1,1,2,0,2,1,1,0.4,0.4,13,111,124,,Clear/Partly Cloudy,Tuesday,Feb,Not Holiday,Working Day,14.0
2012-02-14,1,1,2,0,2,1,2,0.42,0.38,7,138,145,,Mist/Cloudy,Tuesday,Feb,Not Holiday,Working Day,15.0
2012-02-14,1,1,2,0,2,1,1,0.42,0.35,15,251,266,,Clear/Partly Cloudy,Tuesday,Feb,Not Holiday,Working Day,16.0
2012-02-14,1,1,2,0,2,1,1,0.42,0.38,19,504,523,,Clear/Partly Cloudy,Tuesday,Feb,Not Holiday,Working Day,17.0
2012-02-14,1,1,2,0,2,1,2,0.38,0.46,8,398,406,,Mist/Cloudy,Tuesday,Feb,Not Holiday,Working Day,18.0
2012-02-14,1,1,2,0,2,1,2,0.36,0.5,11,270,281,,Mist/Cloudy,Tuesday,Feb,Not Holiday,Working Day,19.0
2012-02-14,1,1,2,0,2,1,2,0.38,0.46,6,178,184,,Mist/Cloudy,Tuesday,Feb,Not Holiday,Working Day,20.0
2012-02-14,1,1,2,0,2,1,2,0.36,0.5,4,105,109,,Mist/Cloudy,Tuesday,Feb,Not Holiday,Working Day,21.0
2012-02-14,1,1,2,0,2,1,2,0.36,0.5,5,72,77,,Mist/Cloudy,Tuesday,Feb,Not Holiday,Working Day,22.0
2012-02-14,1,1,2,0,2,1,2,0.36,0.5,2,55,57,,Mist/Cloudy,Tuesday,Feb,Not Holiday,Working Day,23.0
2012-02-15,1,1,2,0,3,1,1,0.32,0.57,0,22,22,,Clear/Partly Cloudy,Wednesday,Feb,Not Holiday,Working Day,0.0
2012-02-15,1,1,2,0,3,1,1,0.34,0.53,0,5,5,,Clear/Partly Cloudy,Wednesday,Feb,Not Holiday,Working Day,1.0
2012-02-15,1,1,2,0,3,1,1,0.3,0.61,0,4,4,,Clear/Partly Cloudy,Wednesday,Feb,Not Holiday,Working Day,2.0
2012-02-15,1,1,2,0,3,1,1,0.28,0.75,0,3,3,,Clear/Partly Cloudy,Wednesday,Feb,Not Holiday,Working Day,3.0
2012-02-15,1,1,2,0,3,1,1,0.28,0.7,0,1,1,,Clear/Partly Cloudy,Wednesday,Feb,Not Holiday,Working Day,4.0
2012-02-15,1,1,2,0,3,1,1,0.28,0.7,0,25,25,,Clear/Partly Cloudy,Wednesday,Feb,Not Holiday,Working Day,5.0
2012-02-15,1,1,2,0,3,1,1,0.3,0.61,3,92,95,,Clear/Partly Cloudy,Wednesday,Feb,Not Holiday,Working Day,6.0
2012-02-15,1,1,2,0,3,1,2,0.3,0.65,3,318,321,,Mist/Cloudy,Wednesday,Feb,Not Holiday,Working Day,7.0
2012-02-15,1,1,2,0,3,1,1,0.32,0.61,7,508,515,,Clear/Partly Cloudy,Wednesday,Feb,Not Holiday,Working Day,8.0
2012-02-15,1,1,2,0,3,1,1,0.32,0.61,5,226,231,,Clear/Partly Cloudy,Wednesday,Feb,Not Holiday,Working Day,9.0
2012-02-15,1,1,2,0,3,1,1,0.34,0.57,12,108,120,,Clear/Partly Cloudy,Wednesday,Feb,Not Holiday,Working Day,10.0
2012-02-15,1,1,2,0,3,1,1,0.36,0.53,13,125,138,,Clear/Partly Cloudy,Wednesday,Feb,Not Holiday,Working Day,11.0
2012-02-15,1,1,2,0,3,1,1,0.38,0.46,11,152,163,,Clear/Partly Cloudy,Wednesday,Feb,Not Holiday,Working Day,12.0
2012-02-15,1,1,2,0,3,1,1,0.4,0.43,11,159,170,,Clear/Partly Cloudy,Wednesday,Feb,Not Holiday,Working Day,13.0
2012-02-15,1,1,2,0,3,1,1,0.42,0.41,6,128,134,,Clear/Partly Cloudy,Wednesday,Feb,Not Holiday,Working Day,14.0
2012-02-15,1,1,2,0,3,1,1,0.42,0.41,7,164,171,,Clear/Partly Cloudy,Wednesday,Feb,Not Holiday,Working Day,15.0
2012-02-15,1,1,2,0,3,1,1,0.42,0.38,9,222,231,,Clear/Partly Cloudy,Wednesday,Feb,Not Holiday,Working Day,16.0
2012-02-15,1,1,2,0,3,1,1,0.42,0.38,17,470,487,,Clear/Partly Cloudy,Wednesday,Feb,Not Holiday,Working Day,17.0
2012-02-15,1,1,2,0,3,1,1,0.4,0.4,9,459,468,,Clear/Partly Cloudy,Wednesday,Feb,Not Holiday,Working Day,18.0
2012-02-15,1,1,2,0,3,1,1,0.38,0.43,9,302,311,,Clear/Partly Cloudy,Wednesday,Feb,Not Holiday,Working Day,19.0
2012-02-15,1,1,2,0,3,1,1,0.36,0.46,4,207,211,,Clear/Partly Cloudy,Wednesday,Feb,Not Holiday,Working Day,20.0
2012-02-15,1,1,2,0,3,1,1,0.34,0.53,8,170,178,,Clear/Partly Cloudy,Wednesday,Feb,Not Holiday,Working Day,21.0
2012-02-15,1,1,2,0,3,1,1,0.34,0.49,3,104,107,,Clear/Partly Cloudy,Wednesday,Feb,Not Holiday,Working Day,22.0
2012-02-15,1,1,2,0,3,1,1,0.34,0.53,4,54,58,,Clear/Partly Cloudy,Wednesday,Feb,Not Holiday,Working Day,23.0
2012-02-16,1,1,2,0,4,1,2,0.3,0.7,1,22,23,,Mist/Cloudy,Thursday,Feb,Not Holiday,Working Day,0.0
2012-02-16,1,1,2,0,4,1,2,0.3,0.7,0,5,5,,Mist/Cloudy,Thursday,Feb,Not Holiday,Working Day,1.0
2012-02-16,1,1,2,0,4,1,2,0.3,0.7,1,6,7,,Mist/Cloudy,Thursday,Feb,Not Holiday,Working Day,2.0
2012-02-16,1,1,2,0,4,1,2,0.3,0.61,0,1,1,,Mist/Cloudy,Thursday,Feb,Not Holiday,Working Day,3.0
2012-02-16,1,1,2,0,4,1,3,0.3,0.7,0,3,3,,Light Snow/Rain,Thursday,Feb,Not Holiday,Working Day,4.0
2012-02-16,1,1,2,0,4,1,2,0.3,0.7,0,20,20,,Mist/Cloudy,Thursday,Feb,Not Holiday,Working Day,5.0
2012-02-16,1,1,2,0,4,1,2,0.3,0.7,4,83,87,,Mist/Cloudy,Thursday,Feb,Not Holiday,Working Day,6.0
2012-02-16,1,1,2,0,4,1,2,0.3,0.7,3,285,288,,Mist/Cloudy,Thursday,Feb,Not Holiday,Working Day,7.0
2012-02-16,1,1,2,0,4,1,2,0.3,0.7,9,489,498,,Mist/Cloudy,Thursday,Feb,Not Holiday,Working Day,8.0
2012-02-16,1,1,2,0,4,1,2,0.3,0.7,3,199,202,,Mist/Cloudy,Thursday,Feb,Not Holiday,Working Day,9.0
2012-02-16,1,1,2,0,4,1,3,0.32,0.7,2,42,44,,Light Snow/Rain,Thursday,Feb,Not Holiday,Working Day,10.0
2012-02-16,1,1,2,0,4,1,3,0.32,0.7,2,69,71,,Light Snow/Rain,Thursday,Feb,Not Holiday,Working Day,11.0
2012-02-16,1,1,2,0,4,1,3,0.32,0.76,1,44,45,,Light Snow/Rain,Thursday,Feb,Not Holiday,Working Day,12.0
2012-02-16,1,1,2,0,4,1,3,0.34,0.71,2,62,64,,Light Snow/Rain,Thursday,Feb,Not Holiday,Working Day,13.0
2012-02-16,1,1,2,0,4,1,3,0.32,0.81,1,30,31,,Light Snow/Rain,Thursday,Feb,Not Holiday,Working Day,14.0
2012-02-16,1,1,2,0,4,1,3,0.34,0.76,3,50,53,,Light Snow/Rain,Thursday,Feb,Not Holiday,Working Day,15.0
2012-02-16,1,1,2,0,4,1,3,0.34,0.81,8,110,118,,Light Snow/Rain,Thursday,Feb,Not Holiday,Working Day,16.0
2012-02-16,1,1,2,0,4,1,3,0.34,0.87,8,281,289,,Light Snow/Rain,Thursday,Feb,Not Holiday,Working Day,17.0
2012-02-16,1,1,2,0,4,1,3,0.34,0.87,8,345,353,,Light Snow/Rain,Thursday,Feb,Not Holiday,Working Day,18.0
2012-02-16,1,1,2,0,4,1,2,0.32,0.87,4,254,258,,Mist/Cloudy,Thursday,Feb,Not Holiday,Working Day,19.0
2012-02-16,1,1,2,0,4,1,2,0.32,0.87,5,211,216,,Mist/Cloudy,Thursday,Feb,Not Holiday,Working Day,20.0
2012-02-16,1,1,2,0,4,1,2,0.34,0.81,3,142,145,,Mist/Cloudy,Thursday,Feb,Not Holiday,Working Day,21.0
2012-02-16,1,1,2,0,4,1,2,0.32,0.81,3,108,111,,Mist/Cloudy,Thursday,Feb,Not Holiday,Working Day,22.0
2012-02-16,1,1,2,0,4,1,1,0.32,0.81,3,70,73,,Clear/Partly Cloudy,Thursday,Feb,Not Holiday,Working Day,23.0
2012-02-17,1,1,2,0,5,1,2,0.3,0.87,2,32,34,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,0.0
2012-02-17,1,1,2,0,5,1,2,0.3,0.93,2,16,18,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,1.0
2012-02-17,1,1,2,0,5,1,2,0.3,0.93,1,11,12,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,2.0
2012-02-17,1,1,2,0,5,1,2,0.28,0.93,0,1,1,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,3.0
2012-02-17,1,1,2,0,5,1,2,0.28,0.93,0,1,1,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,4.0
2012-02-17,1,1,2,0,5,1,2,0.28,0.93,0,16,16,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,5.0
2012-02-17,1,1,2,0,5,1,2,0.28,0.96,1,70,71,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,6.0
2012-02-17,1,1,2,0,5,1,2,0.28,0.93,4,222,226,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,7.0
2012-02-17,1,1,2,0,5,1,2,0.26,1.0,4,516,520,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,8.0
2012-02-17,1,1,2,0,5,1,2,0.26,1.0,8,275,283,,Mist/Cloudy,Friday,Feb,Not Holiday,Working Day,9.0
2012-02-17,1,1,2,0,5,1,1,0.34,0.71,13,103,116,,Clear/Partly Cloudy,Friday,Feb,Not Holiday,Working Day,10.0
2012-02-17,1,1,2,0,5,1,1,0.36,0.62,9,133,142,,Clear/Partly Cloudy,Friday,Feb,Not Holiday,Working Day,11.0
2012-02-17,1,1,2,0,5,1,1,0.38,0.46,21,177,198,,Clear/Partly Cloudy,Friday,Feb,Not Holiday,Working Day,12.0
2012-02-17,1,1,2,0,5,1,1,0.4,0.43,34,171,205,,Clear/Partly Cloudy,Friday,Feb,Not Holiday,Working Day,13.0
2012-02-17,1,1,2,0,5,1,1,0.4,0.37,33,137,170,,Clear/Partly Cloudy,Friday,Feb,Not Holiday,Working Day,14.0
2012-02-17,1,1,2,0,5,1,1,0.42,0.35,41,180,221,,Clear/Partly Cloudy,Friday,Feb,Not Holiday,Working Day,15.0
2012-02-17,1,1,2,0,5,1,1,0.42,0.32,56,251,307,,Clear/Partly Cloudy,Friday,Feb,Not Holiday,Working Day,16.0
2012-02-17,1,1,2,0,5,1,1,0.42,0.32,36,429,465,,Clear/Partly Cloudy,Friday,Feb,Not Holiday,Working Day,17.0
2012-02-17,1,1,2,0,5,1,1,0.4,0.35,15,362,377,,Clear/Partly Cloudy,Friday,Feb,Not Holiday,Working Day,18.0
2012-02-17,1,1,2,0,5,1,1,0.38,0.37,16,266,282,,Clear/Partly Cloudy,Friday,Feb,Not Holiday,Working Day,19.0
